,Territory,Inventory Name,Total_revenue,ABC_revenue,Product_Margin,ABC_Margin_mode,ABC(Rev-Mar),total_revenue,CoV,std_dev,average_revenue,Territory_XYZ,ABC_XYZ
0,Abuja,Devon King's Cooking Oil 25L,88439380.0,A,0.047619047619047616,B,AB,88439380.0,1.484585855668611,11935986.602918312,8039943.636363637,Z,ABZ
1,Abuja,Golden Penny Spaghetti 500g,84236614.12,A,0.08990389605437918,A,AA,84236614.12,1.3281301793020908,10170653.583181513,7657874.010909092,Z,AAZ
2,Abuja,IRS FLOUR 50KG,80921700.0,A,0.02337561904761907,C,AC,80921700.0,1.5851464710245875,11661158.834937306,7356518.181818182,Z,ACZ
3,Abuja,Devon King's Cooking Oil 5L,72945550.0,A,0.04,B,AB,72945550.0,1.30141714653298,8630235.412116257,6631413.636363637,Z,ABZ
4,Abuja,Maltina Malt Can 33cl*24,67446465.19,A,0.00933439399991624,C,AC,67446465.19,0.882143734331232,5408861.515468004,6131496.835454545,Y,ACY
5,Abuja,Amstel Malt Can 33cl*24,63419953.63,A,0.020306182607406516,C,AC,63419953.63,0.9802218849220435,5651420.589897018,5765450.33,Y,ACY
6,Abuja,BUA White Sugar Premium Refined 50kg,48133395.21,A,0.03749989921874373,B,AB,48133395.21,1.4841059806189774,6494096.336241622,4375763.200909091,Z,ABZ
7,Abuja,Supreme Noodles  70g,33138734.54,A,0.032755984766354634,B,AB,33138734.54,1.1743494238921384,3537859.4377785004,3012612.230909091,Z,ABZ
8,Abuja,Supreme Noodles  120g,32207644.65,A,0.037005894759996466,B,AB,32207644.65,1.552651715654525,4546114.065728526,2927967.6954545453,Z,ABZ
9,Abuja,Kremela Milk Creamer 12g X 200,30699400.0,A,0.045454545454545456,B,AB,30699400.0,1.7296525430462504,4827208.661817642,2790854.5454545454,Z,ABZ
10,Abuja,Cherie Noodles  120g,30534325.9,A,0.08414033670601968,A,AA,30534325.9,2.7983791627752717,7767874.6679953905,2775847.809090909,Z,AAZ
11,Abuja,Sonia Tomato Paste Tin 210g x 48,29878604.34,A,0.035940126020898466,B,AB,29878604.34,1.127248330478011,3061873.3508434594,2716236.7581818183,Z,ABZ
12,Abuja,Devon King's cooking Oil 3L,25309690.0,A,0.04577725893065607,B,AB,25309690.0,1.5011219145970183,3453902.7555142734,2300880.909090909,Z,ABZ
13,Abuja,Cowbell Milk Beverage 12g*200,24458890.0,A,0.033666666666666664,B,AB,24458890.0,1.5059430597007954,3348517.7857713806,2223535.4545454546,Z,ABZ
14,Abuja,Sonia Tin Tomato Paste 2200g x 6,23428232.47,A,0.03370282211063302,B,AB,23428232.47,1.0159624766013995,2163836.8256922294,2129839.3154545454,Z,ABZ
15,Abuja,Cway Nutri Milk Apple 500ml,23234809.169999998,A,0.031234599877601153,B,AB,23234809.17,1.724969162119963,3643575.3914538305,2112255.3790909094,Z,ABZ
16,Abuja,Sonia Tomato Paste Sachet 400g X 24,21282790.67,A,0.09524297052247063,A,AA,21282790.67,1.3859293492244626,2681494.9293594155,1934799.151818182,Z,AAZ
17,Abuja,Milo Beverage Activ-Go Sachet 20g*200,19440335.08,A,0.03131504142677402,B,AB,19440335.080000002,1.7656048348165085,3120359.0552455434,1767303.1890909092,Z,ABZ
18,Abuja,Legend Extra stout 44cl x 24,18819032.19,A,0.03067267193983559,B,AB,18819032.189999998,1.615552939471718,2763922.070233398,1710821.108181818,Z,ABZ
19,Abuja,Trophy  Lager Beer Can 50cl*24,18147860.02,A,0.04065947319753966,B,AB,18147860.020000003,1.2005850977528045,1980731.845101447,1649805.4563636368,Z,ABZ
20,Abuja,Hero Beer Can 500ml * 24,17517348.28,A,0.04065947319753966,B,AB,17517348.28,1.1797870984679777,1878794.6818285654,1592486.2072727273,Z,ABZ
21,Abuja,Maggi Cubes Seasoning 20x4g x 100 pcs,17395349.31,A,0.04126631067885263,B,AB,17395349.310000002,2.2657046590146903,3582974.906986817,1581395.391818182,Z,ABZ
22,Abuja,Sonia Tomato Paste Tin 400g x 24,17313953.28,A,0.04000247680042109,B,AB,17313953.28,1.4494821362290593,2281478.7260785936,1573995.752727273,Z,ABZ
23,Abuja,Devon Kings's Cooking Oil 10L,16997300.0,A,0.061224489795918366,B,AB,16997300.0,1.5912723690034998,2458848.5306966533,1545209.0909090908,Z,ABZ
24,Abuja,Golden Penny Macaroni 500g,14107367.06,A,0.10766792527008094,A,AA,14107367.06,1.9147634878302218,2455661.032355162,1282487.9145454546,Z,AAZ
25,Abuja,Top Cafe  Creamy(3 In 1) 30g,13550390.38,A,0.030704979304421166,B,AB,13550390.379999999,1.438996559988034,1772633.1948468136,1231853.670909091,Z,ABZ
26,Abuja,Predator Energy Drink Gold 40cl,13524186.030000001,A,0.04882963979114598,B,AB,13524186.030000001,1.4943513434437248,1837262.3239012142,1229471.4572727273,Z,ABZ
27,Abuja,Golden Penny Twist 500g,13451627.81,A,0.047928842804379625,B,AB,13451627.809999999,1.412102911837789,1726825.7090417435,1222875.2554545454,Z,ABZ
28,Abuja,Cway Nutri milk Super Kids Apple,13352465.17,A,0.04758744306589974,B,AB,13352465.17,2.2249296907919747,2700754.200181701,1213860.47,Z,ABZ
29,Abuja,Indomie Noodles Super Pack Chicken Flavor 120g plus 4 packs free,12296604.12,A,0.016602285602133813,C,AC,12296604.12,2.610471498410907,2918175.871136558,1117873.1018181818,Z,ACZ
30,Abuja,Cway Nutri Milk Super Kids 210ml,12005228.5,A,0.024252698954254266,C,AC,12005228.5,2.1631822027013303,2360863.3300511627,1091384.4090909092,Z,ACZ
31,Abuja,Indomie Noodles Super Pack Chicken Flavor 120g plus 2 Packs Free,11884465.06,A,0.01378757940543159,C,AC,11884465.060000002,2.767465341964086,2989985.923757558,1080405.9145454548,Z,ACZ
32,Abuja,Good time Milk 200*12g,11525000.0,A,0.04021937842778794,B,AB,11525000.0,1.0085077520348236,1056641.0765637583,1047727.2727272727,Z,ABZ
33,Abuja,Peak Milk Full Cream Sachet 14g,10285050.0,A,0.07797260273972591,A,AA,10285050.0,1.4200568131340265,1327759.5750840108,935004.5454545454,Z,AAZ
34,Abuja,Milo Beverage Activ-Go Sachet 3 In 1 (30g),9929581.26,A,0.03362039139024569,B,AB,9929581.26,2.635199137805679,2378765.8159203115,902689.2054545454,Z,ABZ
35,Abuja,Sonia Tomato Paste Mix Sachet 60g,9778372.66,A,0.04109051104206245,B,AB,9778372.659999998,1.8088621827688955,1607975.3194268444,888942.9690909089,Z,ABZ
36,Abuja,Cway Nutri Milk Choco 400ml,9081069.44,A,0.03666743294892441,B,AB,9081069.440000001,1.370699203518784,1131583.149864252,825551.7672727274,Z,ABZ
37,Abuja,Golden Penny Semovita 1kg,8677800.0,A,0.026623376623376622,C,AC,8677800.0,1.420954759373393,1120978.29189913,788890.9090909091,Z,ACZ
38,Abuja,Mr Chef  Chicken Seasoning 400g*20,8139535.04,A,0.038170300536392275,B,AB,8139535.04,2.1330821625741994,1578390.6368610612,739957.730909091,Z,ABZ
39,Abuja,Good Mama Washing Powder Lemon 80g,7730585.72,A,-0.0037091212652083858,C,AC,7730585.72,1.3275708753722548,932990.9501309685,702780.52,Z,ACZ
40,Abuja,Peak Milk Filled Evap 150g,7614700.0,A,0.0787625899280575,A,AA,7614700.0,1.6040408908448542,1110390.015592392,692245.4545454546,Z,AAZ
41,Abuja,Veleta  Red wine   Sparkle  (Red Grape) -75CL X 12,7468651.359999999,A,0.056506626234950987,B,AB,7468651.359999999,1.6314973796075876,1107735.011185695,678968.3054545454,Z,ABZ
42,Abuja,Hollandia Plain yoghurt 1 Ltr x 10,7385628.08,A,0.011400720699510088,C,AC,7385628.08,1.4379746215277938,965485.9766439132,671420.7345454545,Z,ACZ
43,Abuja,Power Oil Cooking Oil 2.6 ltr,6823000.0,B,0.003601440576230492,C,BC,6823000.0,1.9793249255729142,1227721.2697439995,620272.7272727273,Z,BCZ
44,Abuja,Golden Morn Cereal Grainsmart 45g,6701022.760000001,B,0.03381369051730364,B,BB,6701022.76,1.5014382881188608,914652.0128563566,609183.8872727272,Z,BBZ
45,Abuja,Action Bitters  Pet 10cl*50,6646139.46,B,0.052997180290981674,B,BB,6646139.460000001,1.693672983329706,1023307.8951675893,604194.4963636365,Z,BBZ
46,Abuja,Auntie B Spaghetti 500g,6084650.95,B,0.08486690336039235,A,BA,6084650.95,2.111572623327731,1168016.5789568247,553150.0863636364,Z,BAZ
47,Abuja,Devon King's Cooking Oil 1000ml Sachet,5896500.0,B,0.041507924528301855,B,BB,5896500.0,1.9681407671082936,1055012.9121140048,536045.4545454546,Z,BBZ
48,Abuja,Power Oil Cooking Oil 4.5 ltr,5627500.0,B,0.0,C,BC,5627500.0,2.18559670637795,1118131.4059219921,511590.9090909091,Z,BCZ
49,Abuja,Mai Kwabo Spaghetti 500g,5624399.91,B,0.04446005604459684,B,BB,5624399.91,2.9031976430018145,1484431.323819238,511309.08272727276,Z,BBZ
50,Abuja,Power Oil Cooking Oil 1.4 ltr,5468400.0,B,0.006211180124223602,C,BC,5468400.0,2.0674543533525958,1027787.9441703031,497127.2727272727,Z,BCZ
51,Abuja,Three Crown Milk Evap 150g,5449900.0,B,0.08187526881720429,A,BA,5449900.0,1.5121427966291494,749184.2752135637,495445.45454545453,Z,BAZ
52,Abuja,Cway Nutri YO 500ml x 12,5343420.0,B,0.03224334600760463,B,BB,5343420.0,1.4287966392838245,694060.0489347249,485765.45454545453,Z,BBZ
53,Abuja,Chivita  Hollandia Powdered Milk 14g * 210,5204092.88,B,0.05551068317711943,B,BB,5204092.880000001,1.6527440552740933,781912.1427740215,473099.3527272728,Z,BBZ
54,Abuja,Viva Washing Powder Plus 800g,5114790.2,B,0.05639784092713133,B,BB,5114790.199999999,2.4021471702408204,1116952.6186641343,464980.9272727272,Z,BBZ
55,Abuja,Viva Washing Powder Detergent 170g x26,4990213.63,B,0.05516500972720113,B,BB,4990213.63,2.5337468738520394,1149448.9258969398,453655.78454545455,Z,BBZ
56,Abuja,Desperados Tequila Beer 44CL Can x24,4972697.75,B,0.0337317699515464,B,BB,4972697.749999999,1.7844528843392014,806685.8948122322,452063.4318181817,Z,BBZ
57,Abuja,Action Bitters  Sachet 5cl*120,4875348.72,B,0.08537166995980097,A,BA,4875348.720000001,1.7328845507365902,768037.8614855829,443213.5200000001,Z,BAZ
58,Abuja,Viva Washing Powder Detergent 80g,4701395.56,B,0.05126051921599453,B,BB,4701395.56,2.6751167365701307,1143343.8134356819,427399.5963636363,Z,BBZ
59,Abuja,Indomie Noodles Chicken Hungryman 180g,4646511.44,B,0.01801932675936843,C,BC,4646511.44,3.3085256132399667,1397554.7374047746,422410.1309090909,Z,BCZ
60,Abuja,Five Alive Juice Berry Blast Pet 78cl,4458781.38,B,0.00817656925465528,C,BC,4458781.38,1.2267946884056606,497273.57397691463,405343.7618181818,Z,BCZ
61,Abuja,Three Crown Milk Refill 320g,4411450.0,B,0.04030863723608449,B,BB,4411450.0,1.1632010757185232,466491.2168616799,401040.9090909091,Z,BBZ
62,Abuja,Coca Cola Soda Pet 50cl x 12,4373767.31,B,0.10666586399951831,A,BA,4373767.31,1.2371834022498696,491922.9382940963,397615.20999999996,Z,BAZ
63,Abuja,Goldberg Lager Beer Can 50cl*24,4307944.24,B,0.03169140574483059,B,BB,4307944.24,2.026018321387814,793452.1779779183,391631.29454545456,Z,BBZ
64,Abuja,Power Oil Cooking Oil 75CL x 12,4239200.0,B,-1.0204081632875794e-06,C,BC,4239200.0,1.7469260650039795,673233.5431604427,385381.8181818182,Z,BCZ
65,Abuja,Sonia Tomato Paste Pepper and Onions Sachet 60g,4230046.8,B,0.046861588748784294,B,BB,4230046.8,1.4829033866204637,570250.0659348231,384549.70909090905,Z,BBZ
66,Abuja,Chivita  Hollandia Evap Milk 190g * 24,4219804.62,B,0.5034477850177598,A,BA,4219804.62,1.6792618702532782,644196.0907531476,383618.6018181818,Z,BAZ
67,Abuja,Goldberg Black  Beer Can 44cl x24,4172093.08,B,0.08666290655599423,A,BA,4172093.0799999996,2.711539358991563,1028435.8723451212,379281.189090909,Z,BAZ
68,Abuja,Coca Cola Soda Pet 35cl x 12,4133767.36,B,0.1114660319044785,A,BA,4133767.36,1.6635252545190986,625147.8545151583,375797.0327272727,Z,BAZ
69,Abuja,Beta Malt 33cl x 24,4065674.21,B,0.0790347552606154,A,BA,4065674.21,2.6935322291356125,995547.6834364063,369606.74636363634,Z,BAZ
70,Abuja,Schweppes Soda Chapman Can 33cl x 24,3790167.65,B,0.030906230466567795,B,BB,3790167.65,1.7739150431967428,611221.4009611497,344560.69545454544,Z,BBZ
71,Abuja,Peak Milk Filled Powder Sachet 12g,3581400.0,B,0.0403636363636364,B,BB,3581400.0,1.2639650383622199,411524.0353082231,325581.8181818182,Z,BBZ
72,Abuja,Mr Chef Salt 500g*40,3552400.0,B,0.04819277108433735,B,BB,3552400.0,3.3166247903554003,1071088.9004780476,322945.45454545453,Z,BBZ
73,Abuja,Hollandia Evaporated Milk 50g*48,3545220.0,B,0.03134796238244514,B,BB,3545220.0,1.4347556225673699,462411.3025671174,322292.7272727273,Z,BBZ
74,Abuja,Maggi seasoning 20 x 4g x 105,3471627.9899999998,B,0.03536913583927544,B,BB,3471627.9899999998,2.3104708551523707,729190.4809842004,315602.5445454545,Z,BBZ
75,Abuja,Chi Exotic Juice (Pineapple And Coconut Nectar) 1 Ltr * 10,3320186.03,B,0.0562933682854307,B,BB,3320186.03,1.149780796512282,347044.1943765774,301835.0936363636,Z,BBZ
76,Abuja,Fanta Soda Orange Pet 50cl x 12,3293209.2,B,0.10666586399951831,A,BA,3293209.2,1.0679306637576214,319719.91698624595,299382.65454545454,Z,BAZ
77,Abuja,Indomie Noodles Regular Chicken 70g Plus 2 Packs Free,3276651.15,B,0.021292547985598667,C,BC,3276651.15,2.401512577511821,715356.2680766884,297877.37727272726,Z,BCZ
78,Abuja,Good Mama Washing Powder Lemon 170g,3262409.2399999998,B,-0.05758620873468129,C,BC,3262409.2399999998,2.2272572051453023,660565.8623566008,296582.65818181814,Z,BCZ
79,Abuja,So Klin Washing Powder Protect 60g,3160279.09,B,0.049293846331712486,B,BB,3160279.09,2.4006578868311963,689704.4474542014,287298.09909090906,Z,BBZ
80,Abuja,Premier  Cool Anti-bacterial Bar 110g X6X8,3122418.47,B,0.1538011280813667,A,BA,3122418.47,1.4172999583626957,402309.41522926476,283856.22454545455,Z,BAZ
81,Abuja,Action Bitters  Pet 20cl*24,3115674.36,B,0.05785245921148141,B,BB,3115674.3600000003,0.9731502571894179,275638.1186138614,283243.12363636366,Y,BBY
82,Abuja,Indomie Noodles Regular Chicken 70g Plus 4 Packs Free,3063255.57,B,0.027037706356446787,C,BC,3063255.5700000003,2.3264171068955126,647855.4691673605,278477.7790909091,Z,BCZ
83,Abuja,Three Crown Milk Sachet 12g,3048000.0,B,0.04073818897637792,B,BB,3048000.0,2.90279099412196,804336.9954621576,277090.9090909091,Z,BBZ
84,Abuja,Golden Morn Cereal Grainsmart 900g,3032558.0300000003,B,0.030675752945203423,B,BB,3032558.03,2.422850599702105,667948.6401469939,275687.0936363636,Z,BBZ
85,Abuja,Five Alive Juice Pulpy Orange Pet 85cl,2949860.72,B,0.08828250976457516,A,BA,2949860.72,1.430407534185537,383591.1816987248,268169.1563636364,Z,BAZ
86,Abuja,Eagle Spirits Original Aromatic Schnapps 336 x 3cl,2924465.06,B,-0.009029653007347085,C,BC,2924465.06,1.7847714037354483,474500.14639195206,265860.46,Z,BCZ
87,Abuja,Chelsea  London Dry Gin 3cl X 336,2857674.4,B,0.07063234191452138,A,BA,2857674.3999999994,2.452733151286894,637192.0669512621,259788.58181818176,Z,BAZ
88,Abuja,Fanta Soda Orange Pet 35cl x 12,2815860.35,B,0.06398274622573674,B,BB,2815860.35,1.5787731159051652,404145.87442939176,255987.30454545456,Z,BBZ
89,Abuja,Mr Chef Salt 250g*80,2788000.0,B,0.03529411764705882,B,BB,2788000.0,3.3166247903554003,840613.628682805,253454.54545454544,Z,BBZ
90,Abuja,Sonia Tomato Paste Mix Sachet 55g,2670325.29,B,0.0743377127483396,A,BA,2670325.2899999996,1.7839982774729353,433077.79251385597,242756.8445454545,Z,BAZ
91,Abuja,Hollandia Plain Sweetened Yoghurt 180ml x 24,2644310.0,B,0.015413043478261062,C,BC,2644310.0,1.4732223677951646,354150.60358040285,240391.81818181818,Z,BCZ
92,Abuja,Cowbell Cocoa Choco 22g,2641395.12,C,0.030625862470399123,B,CB,2641395.1199999996,3.127006386509324,750878.1281395055,240126.82909090907,Z,CBZ
93,Abuja,Onga Spices Beef Cube 4g x 20,2587813.92,C,0.040404808183032215,B,CB,2587813.92,2.9910324365388994,703657.7613133527,235255.8109090909,Z,CBZ
94,Abuja,Life Beer Can 50cl x 24,2530372.25,C,0.06466123606438892,B,CB,2530372.2499999995,1.982800088800761,456111.1201817255,230033.84090909085,Z,CBZ
95,Abuja,So Klin Washing Powder 80g,2472372.07,C,0.0366237765003319,B,CB,2472372.0700000003,1.1540499629959686,259385.53599052425,224761.0972727273,Z,CBZ
96,Abuja,Heineken Lager Beer Sleek Can 33cl*24,2416800.13,C,0.03329200054184176,B,CB,2416800.13,2.1614721193341215,474895.0999089164,219709.10272727272,Z,CBZ
97,Abuja,Action Bitters 120X5CL,2416232.48,C,0.05673768362414129,B,CB,2416232.48,1.197280708852513,262991.68512789684,219657.49818181817,Z,CBZ
98,Abuja,Tiger  Curry Powder 5gx10x20,2372092.86,C,0.04476743634575806,B,CB,2372092.86,1.4227395554063023,306806.3946380785,215644.80545454545,Z,CBZ
99,Abuja,Beta Malt Cold Beverages Pet 330ml x 24,2330604.69,C,0.05033916239098351,B,CB,2330604.69,2.2676356434259954,480451.11507089017,211873.15363636363,Z,CBZ
100,Abuja,Happy Hour  Orange Safari 125ml x24,2149293.03,C,0.03810582178577108,B,CB,2149293.03,2.3887964599096674,466747.5983065929,195390.27545454542,Z,CBZ
101,Abuja,CWAY Nutri milk Super Kids pineapple,2135255.81,C,0.052186573250729514,B,CB,2135255.81,3.022344541395108,586679.8856214264,194114.16454545455,Z,CBZ
102,Abuja,Sprite Soda Lemon Pet 50cl x 12,1846000.0,C,0.045457877068765834,B,CB,1846000.0000000002,1.5045006547505861,252482.56442450752,167818.18181818185,Z,CBZ
103,Abuja,Sonia Tomato Paste Chicken Mix Sachet 60g,1775851.38,C,0.040866896090110634,B,CB,1775851.3800000001,2.097382527416547,338603.60506368754,161441.03454545455,Z,CBZ
104,Abuja,Peak Milk Refill 350g,1771000.0,C,0.04009147374364768,B,CB,1771000.0,3.3166247903554,533976.5912472194,161000.0,Z,CBZ
105,Abuja,Chi Exotic  Multifruita Nectar 1 Ltr,1768278.95,C,0.01036456441870869,C,CC,1768278.9500000002,2.9324226275804994,471394.65498675336,160752.63181818184,Z,CCZ
106,Abuja,Chivita Active Citrus 1Ltr * 10,1743069.8,C,0.040603032919851206,B,CB,1743069.8000000003,1.5248474902904863,241628.69181192183,158460.89090909093,Z,CBZ
107,Abuja,RCKT  Vodka Mix Drink Black 250ml,1575813.98,C,0.09374269335891833,A,CA,1575813.98,1.0409559022009691,149122.98756834547,143255.81636363638,Z,CAZ
108,Abuja,Sonia Tomato Paste Pepper and Onions Sachet 50g,1535069.6300000001,C,0.0743377127483396,A,CA,1535069.6300000001,1.8199174669890956,253972.73024377166,139551.78454545455,Z,CAZ
109,Abuja,Chivita  Exotic Pineapple and Coconut Nectar 315ML,1505097.52,C,0.014415240840998366,C,CC,1505097.52,1.7670367329752135,241778.41859544508,136827.04727272727,Z,CCZ
110,Abuja,Chivita Juice 100% (No Sugar) Red Grape 1LTR x 10,1449302.28,C,0.009525525623909731,C,CC,1449302.28,1.7455010568206322,229978.0601265956,131754.75272727272,Z,CCZ
111,Abuja,Hollandia plain yoghurt 90ml X 24,1383830.0,C,0.018618181818181753,C,CC,1383830.0,2.344416309750599,294933.9656292883,125802.72727272728,Z,CCZ
112,Abuja,So Klin Washing Powder Protect 160g Plus 2 Free pcs,1358139.74,C,0.041088547572415146,B,CB,1358139.74,2.1846590238804624,269733.8398801513,123467.24909090908,Z,CBZ
113,Abuja,Cway Nutri milk Super Kids Peach 210ml,1311627.8800000001,C,0.0521519532108785,B,CB,1311627.8800000001,3.3166247903554,395470.68568448164,119238.8981818182,Z,CBZ
114,Abuja,So Klin Washing Powder 185g,1291953.5799999998,C,0.08869283058916093,A,CA,1291953.5799999998,2.946663562162091,346086.5943809878,117450.32545454544,Z,CAZ
115,Abuja,Golden Penny Noodles Jollof 70g,1283720.86,C,0.1130152992864487,A,CA,1283720.86,3.3166247903553994,387056.402561123,116701.89636363638,Z,CAZ
116,Abuja,Golden Penny Noodles Chicken 70g,1283720.82,C,0.1130152992864487,A,CA,1283720.82,3.3166247903554007,387056.39050066937,116701.89272727273,Z,CAZ
117,Abuja,Chelsea  London Dry Gin 75cl,1274651.17,C,0.0406644748226336,B,CB,1274651.17,1.1037830628784624,127903.48841129233,115877.37909090909,Z,CBZ
118,Abuja,Hollandia  Full Cream Evaporated Milk 120g x 24,1245930.0,C,0.013583081570996898,C,CC,1245930.0,2.4878141217836305,281785.6589776253,113266.36363636363,Z,CCZ
119,Abuja,Capri-Sonne  Orange 200ml x 40,1244995.33,C,0.039356334764981495,B,CB,1244995.3299999998,1.4949099140023483,169195.98742760226,113181.39363636362,Z,CBZ
120,Abuja,Budweiser  Beer Can 50Cl,1210697.67,C,0.055,B,CB,1210697.67,1.9300004247591687,212422.45612317597,110063.42454545455,Z,CBZ
121,Abuja,Cway Nutri Milk Pineapple Pet 500ml,1209302.35,C,0.056737134431269404,B,CB,1209302.35,3.3166247903554,364618.37754954933,109936.57727272729,Z,CBZ
122,Abuja,Coca Cola Soda Pet 60cl * 12,1193023.17,C,0.09331865599119353,A,CA,1193023.17,2.8878833729017597,313210.16146632266,108456.65181818181,Z,CAZ
123,Abuja,Tiger  Nutmeg Powder 5gx10x20,1094511.56,C,0.045041537618225796,B,CB,1094511.56,1.6779728007557755,166960.05707207028,99501.05090909092,Z,CBZ
124,Abuja,Capri-Sonne  Orange 100ml x 40,976511.58,C,0.025886740091926066,C,CC,976511.5800000001,1.7263509682055758,153254.7010542688,88773.78000000001,Z,CCZ
125,Abuja,Chivita Juice 100% (No Sugar) Real Pineapple 1LTR x 10,969767.4,C,0.009525525623909731,C,CC,969767.4,1.6841183069551546,148473.00289348201,88160.67272727273,Z,CCZ
126,Abuja,Golden Penny White Sugar Granulated 250g,837209.34,C,0.027770229554251236,C,CC,837209.34,3.316624790355399,252428.113796462,76109.94,Z,CCZ
127,Abuja,Golden Penny White Sugar Granulated 500g,837209.32,C,0.027782173995875507,C,CC,837209.32,3.3166247903554003,252428.10776623516,76109.93818181817,Z,CCZ
128,Abuja,Viva Washing Powder Detergent 22g,834976.58,C,0.02264831347024938,C,CC,834976.5800000001,2.154652641393138,163553.13578167354,75906.96181818182,Z,CCZ
129,Abuja,Happy Hour  Tasty Tango 125ml x24,745181.38,C,0.06940989087654181,B,CB,745181.38,2.1055781621580727,142639.7855068015,67743.76181818183,Z,CBZ
130,Abuja,Capri-Sonne  Orange 200ml x 16,687441.82,C,0.031147600891671564,B,CB,687441.8200000001,2.2288513381249833,139291.42003546128,62494.710909090914,Z,CBZ
131,Abuja,Hollandia Plain yoghurt 315ml x 12,620150.0,C,0.03124680073126144,B,CB,620150.0,3.128426241336471,176372.13941498296,56377.27272727273,Z,CBZ
132,Abuja,Hollandia  Vanilla Yoghurt 1 Litre x 10,567441.92,C,0.008198194705362035,C,CC,567441.92,3.1040489396684467,160124.31728176615,51585.6290909091,Z,CCZ
133,Abuja,So Klin Washing Powder Protect 60g Plus 2 Free pcs,533953.39,C,0.04180330478525264,B,CB,533953.39,2.5187141363491508,122261.45014041376,48541.21727272728,Z,CBZ
134,Abuja,Happy Hour  Orange Safari 90ml x24,517097.58,C,0.033717332248645406,B,CB,517097.58,3.2301725639201955,151846.76507141168,47008.87090909091,Z,CBZ
135,Abuja,Hollandia Yoghurt Strawberry 315ml x 12,487023.29,C,-0.19998566667861123,C,CC,487023.29,2.2220104485406353,98379.16718751236,44274.84454545454,Z,CCZ
136,Abuja,Chivita Juice 100% (No Sugar) Real Orange 1LTR x 10,480930.22000000003,C,0.009525525623909731,C,CC,480930.22,2.2291334096179782,97459.78373608402,43720.929090909085,Z,CCZ
137,Abuja,Pucocofarm Palm Oil  25L,465400.0,C,0.05027932960893855,B,CB,465400.0,2.533328142836995,107182.81069784888,42309.09090909091,Z,CBZ
138,Abuja,Supreme Noodles  Rich Spices 122g,443999.95,C,-0.22522899440031463,C,CC,443999.95,2.237325348829141,90306.57663762466,40363.63181818182,Z,CCZ
139,Abuja,Supreme Noodles  Rich Spices 72g,383720.83,C,0.031868752454584696,B,CB,383720.82999999996,1.8044389919529085,62945.529788775755,34883.711818181815,Z,CBZ
140,Abuja,Viva Washing Powder Detergent 180g,361479.07,C,-0.4150990446533909,C,CC,361479.07,3.3166247903554003,108990.04043241954,32861.733636363635,Z,CCZ
141,Abuja,Sprite Soda Lemon Pet 60cl * 12,345348.8,C,0.09331865599119353,A,CA,345348.8,3.3166247903553994,104126.58103631716,31395.345454545455,Z,CAZ
142,Abuja,So Klin Washing Powder Protect 160g,340185.92,C,0.2732994734054156,A,CA,340185.92,3.3166247903554,102569.91414562352,30925.992727272725,Z,CAZ
143,Abuja,Good Mama Washing Powder Flora 22g x 156pcs Plus 12pcs Free,288372.04,C,0.032208397486579714,B,CB,288372.04,1.5094105263169704,39570.16297013622,26215.64,Z,CBZ
144,Abuja,Good Mama Washing Powder Lemon 185g Plus 3 170g Diamond Free,270139.42,C,0.03031013774670036,B,CB,270139.42,2.4899800608319373,61149.251767700385,24558.12909090909,Z,CBZ
145,Abuja,Hollandia  Evap Milk Full Cream 50g,266250.0,C,0.04923076923076923,B,CB,266250.0,2.4469101276473513,59226.34740782793,24204.545454545456,Z,CBZ
146,Abuja,Veleta   Non Alcoholic Fruit Drink (Peach) 75clx12,262790.68,C,0.03504340412681297,B,CB,262790.68,3.3166247903554007,79234.37126930483,23890.061818181817,Z,CBZ
147,Abuja,Fanta Soda Orange Pet 60cl * 12,258139.5,C,0.08106663257657196,A,CA,258139.49999999997,3.1720837876001253,74440.01117174567,23467.22727272727,Z,CAZ
148,Abuja,Cussons Baby Bath Soap Gift Small Pack X12,257162.77,C,0.10104707245280342,A,CA,257162.77000000002,1.3476152211881438,31505.133015900527,23378.43363636364,Z,CAZ
149,Abuja,Good Mama Washing Powder Flora 185g Plus 3 Pcs 170g Diamond Free,253953.48,C,0.12379511397126754,A,CA,253953.48,3.3166247903554003,76569.85521500222,23086.68,Z,CAZ
150,Abuja,Premier  Care Naturals 150gX32,234883.7,C,0.11196921881569072,A,CA,234883.7,2.771238155573045,59174.42468747022,21353.063636363637,Z,CAZ
151,Abuja,Hollandia Yoghurt 500ml x 10,232470.0,C,0.007633587786259542,C,CC,232470.0,3.3166247903554003,70092.34227399272,21133.636363636364,Z,CCZ
152,Abuja,Maltina  Classic Can 33cl x 24,232186.06,C,1.0,A,CA,232186.06000000003,3.1788409651675686,67098.41446080501,21107.82363636364,Z,CAZ
153,Abuja,Hollandia Plain yoghurt Vanilla 315ml x 12,196744.2,C,0.008174386920980974,C,CC,196744.2,2.342029321304416,41889.15319968912,17885.836363636365,Z,CCZ
154,Abuja,Schweppes Soda Pineapple Can 33cl x 24,159376.8,C,0.030906230466567795,B,CB,159376.8,3.3166247903553994,48053.91326250131,14488.8,Z,CBZ
155,Abuja,Rocket  Ginger Liqueur 40 x 10cl,155674.44,C,-0.16458236284803104,C,CC,155674.44,1.2255293828007863,17343.963670096186,14152.221818181819,Z,CCZ
