,Territory,Inventory Name,Total_revenue,ABC_revenue,Product_Margin,ABC_Margin_mode,ABC(Rev-Mar),total_revenue,CoV,std_dev,average_revenue,Territory_XYZ,ABC_XYZ
1861,Igoma,Whitedent Triple Action  Tooth Paste 80g,710084.8200000001,C,0.025341699599697187,C,CC,710084.8200000001,1.5499996478636808,100057.38372303138,64553.16545454546,Z,CCZ
1862,Igoma,Super Spaghetti 400gm,705932.14,C,0.06489518950079243,B,CB,705932.1399999999,1.7747264519465402,113894.22201247528,64175.64909090908,Z,CBZ
1863,Igoma,Kilimanjaro Drinking Water 500ml,690508.4600000001,C,0.04761864625827412,B,CB,690508.46,1.7443789770884754,109500.76737506712,62773.49636363636,Z,CBZ
1864,Igoma,Twist passion 300mls,677966.16,C,0.10000023599989616,A,CA,677966.1599999999,1.0464299316238324,64494.916586552004,61633.28727272726,Z,CAZ
1865,Igoma,Azam fruti mango Juice 200ml,644067.82,C,0.10451609401291859,A,CA,644067.8200000001,2.9960557384659485,175423.91709747762,58551.62,Z,CAZ
1866,Igoma,Bodyluxe love fragrance body mist 50ml,624576.3,C,0.06774027504836397,B,CB,624576.3,1.1719266551864478,66541.60128797522,56779.66363636364,Z,CBZ
1867,Igoma,Topline milking jelly 500gm,610169.52,C,0.1955893175391652,A,CA,610169.52,3.316624790355399,183973.0323955686,55469.95636363637,Z,CAZ
1868,Igoma,Blue band 250g,600000.0,C,0.02401200000000002,C,CC,600000.0,2.2785960589801784,124287.05776255518,54545.454545454544,Z,CCZ
1869,Igoma,Tarmol all purpose liquid detergent 5L,595762.68,C,0.04624101406017937,B,CB,595762.6799999999,1.4202726987677192,76922.31539533536,54160.24363636363,Z,CBZ
1870,Igoma,Vestline herbal pj 500gm,581567.8,C,0.3216888622711864,A,CA,581567.8,1.1948035481063064,63169.0246276708,52869.8,Z,CAZ
1871,Igoma,Kensalt  Salt 500g,572881.3899999999,C,0.19151215549430384,A,CA,572881.3899999999,3.3166247903554,172730.23818247815,52080.12636363635,Z,CAZ
1872,Igoma,Topline milking jelly 50gm,572203.36,C,0.11794103057730432,A,CA,572203.36,2.514044439064226,130776.78865653323,52018.487272727274,Z,CAZ
1873,Igoma,Redgold mixed fruit jam 350g,568389.75,C,0.08539223305838992,A,CA,568389.75,1.0385905642315472,53665.83919599346,51671.795454545456,Z,CAZ
1874,Igoma,Whitedent Herbal Tooth Paste 20g,543898.3099999999,C,0.03549423561813554,B,CB,543898.3099999999,1.5034920688659386,74340.61775950795,49445.3009090909,Z,CBZ
1875,Igoma,Movit Curl Activator 140g,501017.02,C,0.06666684148145034,B,CB,501017.01999999996,1.518698423563247,69172.15985930507,45547.001818181816,Z,CBZ
1876,Igoma,Jumbo cream chocolate Biscuits,500000.02,C,0.07500022125003332,A,CA,500000.02,1.9876233031050572,90346.51739136314,45454.54727272727,Z,CAZ
1877,Igoma,Lit household cleaner and disinfectant Lavender 5L,488135.56,C,0.06612278491841773,B,CB,488135.55999999994,1.3395112000459195,59442.09543278971,44375.95999999999,Z,CBZ
1878,Igoma,NiceOne washing powder 200G.,474576.28,C,0.022090505661176332,C,CC,474576.28,3.3166247903553994,143090.13228751323,43143.29818181819,Z,CCZ
1879,Igoma,Goldy beauty cream 200gm,471313.6,C,0.06727682887528193,B,CB,471313.6,1.6876896996627297,72311.91891190545,42846.69090909091,Z,CBZ
1880,Igoma,Vestline herbal pj 200gm,468644.04999999993,C,0.04304864214108757,B,CB,468644.04999999993,2.2524363226859716,95962.80733006004,42604.00454545454,Z,CBZ
1881,Igoma,Kagera Sugar Brown Sugar 25kg,459745.79000000004,C,0.055449186386241855,B,CB,459745.79000000004,3.3166247903554003,138618.5713068662,41795.07181818182,Z,CBZ
1882,Igoma,Lit household cleaner and disinfectant lemon 5L,447457.56,C,0.1568175985226398,A,CA,447457.56,0.966091783079296,39298.64290842828,40677.96,Y,CAY
1883,Igoma,Bingwa exercise book 32pg,444915.24999999994,C,0.0168510725524611,C,CC,444915.24999999994,2.864184925879831,115847.23203127785,40446.840909090904,Z,CCZ
1884,Igoma,Kisskid Diapers L42,444915.24,C,0.0399997986133269,B,CB,444915.24,3.065109779303781,123974.00482593534,40446.84,Z,CBZ
1885,Igoma,Goldy beauty cream 70gm,442711.86000000004,C,0.0534289049848735,B,CB,442711.86,1.6450892562324835,66209.13859024539,40246.53272727272,Z,CBZ
1886,Igoma,Halisi coconut oil 70ml,432203.39999999997,C,0.035494954458942206,B,CB,432203.4,2.2248595461286986,87417.44185084368,39291.218181818185,Z,CBZ
1887,Igoma,Kleesoft laundry bar soap 700g,420339.0,C,0.03225805837669121,B,CB,420339.0,2.308273179666074,88205.20364251435,38212.63636363636,Z,CBZ
1888,Igoma,Jumbo exercise book 60pg,415254.25,C,0.18069574141415226,A,CA,415254.25,1.5352989064877245,57958.12690358001,37750.38636363636,Z,CAZ
1889,Igoma,Pepsi max zero sugar 330ml,415254.23,C,0.03999916927997336,B,CB,415254.23,3.316624790355399,125203.86122890387,37750.384545454544,Z,CBZ
1890,Igoma,Movit Hair Food 70gm,409110.15,C,0.021955776136297893,C,CC,409110.15,1.6915344973853013,62911.26654140684,37191.83181818182,Z,CCZ
1891,Igoma,Afrocare perfumed pj 100gm,406779.68,C,0.06473086364589306,B,CB,406779.68,1.9533624855617553,72235.28789098322,36979.97090909091,Z,CBZ
1892,Igoma,Bodyluxe charming fragrance body mist 50ml,402796.64,C,0.04495059755576065,B,CB,402796.63999999996,1.5222080053137523,55740.0245383165,36617.87636363636,Z,CBZ
1893,Igoma,Skala papaya cream 200gm,393644.1,C,0.01644593892973226,C,CC,393644.1,3.0880887506731476,110509.81063444141,35785.82727272727,Z,CCZ
1894,Igoma,Student exercise book 100pg,372881.37,C,0.054178948499866035,B,CB,372881.37,2.2248595461286995,75418.97051073161,33898.306363636366,Z,CBZ
1895,Igoma,Student exercise book single line 200pg.,372881.36,C,0.1694271872426125,A,CA,372881.36,1.387443692551161,47031.9900910817,33898.30545454545,Z,CAZ
1896,Igoma,Sunbelt cooking oil 20L.,363000.0,C,0.07008264462809917,A,CA,363000.0,2.3711225658371653,78247.04467262645,33000.0,Z,CAZ
1897,Igoma,Femo multipurpose oil 100ml,359322.0,C,0.08686158932656511,A,CA,359322.0,2.13819433167334,69845.4785132298,32665.636363636364,Z,CAZ
1898,Igoma,Movit Hair Food 50gm.,355593.18,C,0.07051316380667971,A,CA,355593.18000000005,0.9483559039364946,30657.17196841388,32326.652727272733,Y,CAY
1899,Igoma,Gulamali Honey 250g,352542.32,C,0.06250018437502759,B,CB,352542.32,1.3008872711759816,41692.52878534997,32049.30181818182,Z,CBZ
1900,Igoma,Jambo Strawberry Sandwich Biscuits 60g,350847.49,C,0.08890380641710108,A,CA,350847.49000000005,1.2780316279056878,40763.1080719386,31895.226363636368,Z,CAZ
1901,Igoma,Jambo Banana Sandwich Biscuits 60g,350847.47,C,0.08890380641710108,A,CA,350847.47,1.974291199918929,62970.46113952913,31895.224545454545,Z,CAZ
1902,Igoma,Whitedent regular new Tooth Brush,347796.63,C,0.10087731442366184,A,CA,347796.63,1.9569439515810434,61874.410132615456,31617.875454545454,Z,CAZ
1903,Igoma,Coke 500ml,347457.64999999997,C,0.030000306799864984,B,CB,347457.65,2.399955323724502,75807.53062602771,31587.059090909093,Z,CBZ
1904,Igoma,Jambo Chocolate Sandwich Biscuits 60g,335593.25,C,0.08890380641710108,A,CA,335593.25000000006,1.9906028999756402,60730.263332931834,30508.47727272728,Z,CAZ
1905,Igoma,Coke Pet 300ml,320339.06,C,0.050000491666256905,B,CB,320339.06,3.0383871930675888,88483.09975848271,29121.732727272727,Z,CBZ
1906,Igoma,U fresh milk banana 300mls,308262.74,C,0.051545313210889114,B,CB,308262.74,3.268277152471532,91589.8245545702,28023.885454545452,Z,CBZ
1907,Igoma,Sunbelt cooking oil pet 1L,308000.0,C,0.0677916883116882,B,CB,308000.0,2.3082731640774234,64631.648594167855,28000.0,Z,CBZ
1908,Igoma,Jet dishwashing liquid soap citrus orange 5L,301271.19,C,0.05186551130625227,B,CB,301271.19,2.241582326900846,61393.10682803518,27388.29,Z,CBZ
1909,Igoma,Azam fruti tropical Juice 200ml,296610.17000000004,C,0.05160019729591318,B,CB,296610.17000000004,2.6698314920257746,71990.83388373807,26964.560909090913,Z,CBZ
1910,Igoma,Skala carrot cream 200gm,296186.47,C,0.04758083810894084,B,CB,296186.47000000003,1.4298887216524676,38501.24481445972,26926.04272727273,Z,CBZ
1911,Igoma,Lit household cleaner and disinfectant pine 5L,284321.99,C,0.0519229577884436,B,CB,284321.99,1.4170422090578862,36626.932799394024,25847.453636363636,Z,CBZ
1912,Igoma,Prestige margarine 500g,279661.01,C,0.015152631221371402,C,CC,279661.01,2.2785960741708196,57930.407225876945,25423.728181818184,Z,CCZ
1913,Igoma,Bodyluxe cream 200gm,274576.25,C,0.03688287219909749,B,CB,274576.25,2.8011363911236575,69920.50236484247,24961.477272727272,Z,CBZ
1914,Igoma,Afrocare perfumed pj 200gm,273728.8,C,-9.73735241456021,C,CC,273728.8,1.7210966619272128,42828.52035939469,24884.436363636363,Z,CCZ
1915,Igoma,Kilimanjaro Drinking Water 1.5L,270847.42,C,0.04255281756442933,B,CB,270847.42,3.3166247903554,81663.56977961826,24622.492727272725,Z,CBZ
1916,Igoma,Jet dishwashing liquid soap lemon 5L,264406.77,C,0.005687146576736655,C,CC,264406.77,2.5421447862793056,61105.481073859235,24036.97909090909,Z,CCZ
1917,Igoma,Bodyluxe hair oil 50ml,257627.12,C,0.057150815488679944,B,CB,257627.12,2.3082731640774234,54061.251584959464,23420.647272727274,Z,CBZ
1918,Igoma,Azam fruti tropical Juice 1L,251694.91999999998,C,0.030303116988067667,B,CB,251694.91999999998,2.6109929505879794,59743.06016534594,22881.35636363636,Z,CBZ
1919,Igoma,Blue band 450g,251271.19999999998,C,0.030355249626698087,B,CB,251271.19999999998,2.6698314553544384,60986.52305315056,22842.83636363636,Z,CBZ
1920,Igoma,Family care naturals mosquito repellant cream 70gm,250847.44,C,0.04967896024771071,B,CB,250847.44,2.5421447637772325,57971.864191174864,22804.31272727273,Z,CBZ
1921,Igoma,Redgold smooth peanut butter 800g,250000.0,C,0.07457679999999993,A,CA,250000.0,2.432693979932535,55288.49954392126,22727.272727272728,Z,CAZ
1922,Igoma,Dishguard heavy Duty Scrubber,243644.07,C,0.13866645898675808,A,CA,243644.07000000004,1.3311564156631157,29484.39699261575,22149.46090909091,Z,CAZ
1923,Igoma,Femo multipurpose oil 50ml,240169.5,C,0.15536868777830917,A,CA,240169.5,3.172647651631028,69270.29092439983,21833.590909090908,Z,CAZ
1924,Igoma,Bodyluxe rise n sparkle fragrance body mist 50ml,233474.58,C,0.07037520426516386,A,CA,233474.57999999996,1.3384156663442008,28407.821415012033,21224.961818181815,Z,CAZ
1925,Igoma,Afrocare perfumed pj 50gm,229745.74,C,0.05389828390825604,B,CB,229745.74,2.306892565259029,48181.70359144853,20885.976363636364,Z,CBZ
1926,Igoma,Halisi coconut oil 150ml,226652.53999999998,C,0.05546471869494775,B,CB,226652.53999999998,2.2363148289816457,46078.76692985051,20604.776363636363,Z,CBZ
1927,Igoma,Afrocare perfumed pj 500gm,226271.19,C,0.07524488645682202,A,CA,226271.19,2.3711225658371653,48774.24769162079,20570.10818181818,Z,CAZ
1928,Igoma,Movit Avocado oil 100gm,225000.0,C,0.06779679999999993,B,CB,225000.0,1.7978038729049666,36773.2610366925,20454.545454545456,Z,CBZ
1929,Igoma,Vestline garlic hand and body cream 200gm,221398.32,C,0.500104833677148,A,CA,221398.31999999998,2.1447610589527217,43167.8632048685,20127.12,Z,CAZ
1930,Igoma,Sprite 500ml,220339.0,C,0.030000306799864984,B,CB,220339.0,2.2961247954238675,45993.25829989996,20030.81818181818,Z,CBZ
1931,Igoma,Supa fleva apple malt 300ml,217711.86000000002,C,0.03999962240016609,B,CB,217711.86,1.9945581692188945,39476.26989989456,19791.98727272727,Z,CBZ
1932,Igoma,Bodyluxe hair oil 100ml,206779.68,C,0.06384302364719784,B,CB,206779.68,2.5421447637772325,47787.62552432106,18798.152727272725,Z,CBZ
1933,Igoma,Zap bleach lemon 5l,206779.67,C,0.010504696062374178,C,CC,206779.67,1.6187901477976407,30430.262960077038,18798.15181818182,Z,CCZ
1934,Igoma,Gulamali Honey 500g,203389.86,C,0.011662233308976007,C,CC,203389.86,1.503699142485328,27803.378006564628,18489.98727272727,Z,CCZ
1935,Igoma,Blue band 100g,202033.91,C,0.03355634538992259,B,CB,202033.91000000003,2.3082732046183785,42395.40553429828,18366.719090909093,Z,CBZ
1936,Igoma,Topline milking jelly 200gm,195762.72,C,0.06827510365609955,B,CB,195762.72,3.3166247903554,59024.68092540026,17796.61090909091,Z,CBZ
1937,Igoma,Wakawaka perfumed pj 200gm,195762.72,C,0.06827510365609955,B,CB,195762.72,2.3711225658371653,42197.94572196932,17796.61090909091,Z,CBZ
1938,Igoma,Kleen white Toilet Tissue 40Pack,193728.8,C,0.01693904230440098,C,CC,193728.8,1.8988300308761974,33441.64211687352,17611.70909090909,Z,CCZ
1939,Igoma,Blue band 1kg,190847.44,C,0.0275311002337783,C,CC,190847.44,3.3166247903554,57542.668243624066,17349.767272727273,Z,CCZ
1940,Igoma,Tarmol all purpose liquid detergent 1L,183474.56,C,0.05938019280878832,B,CB,183474.56000000003,1.197450887638946,19972.8886119241,16679.50545454546,Z,CBZ
1941,Igoma,Chai bora supreme blend Tea 50g,174152.54,C,0.04593279999999999,B,CB,174152.54,1.6197532024923968,25644.01221701684,15832.049090909091,Z,CBZ
1942,Igoma,Afrocare perfumed pj 25gm,173389.83000000002,C,-0.1174568034413363,C,CC,173389.83,1.8439089196086464,29065.004918766077,15762.711818181817,Z,CCZ
1943,Igoma,Lit household cleaner and disinfectant Lavender 1L,172881.38,C,0.0808902967306138,A,CA,172881.37999999998,1.3062050958701443,20528.958139732982,15716.489090909088,Z,CAZ
1944,Igoma,Jumbo creamrich chocolate flavoured Biscuits 80gm,169491.56,C,0.055836395431985965,B,CB,169491.56,2.2785960840447324,35109.345899512075,15408.323636363637,Z,CBZ
1945,Igoma,Jambo Cola 500ml,166101.68,C,0.0714288122450355,A,CA,166101.68,1.7948339286954227,27102.26644339181,15100.152727272727,Z,CAZ
1946,Igoma,U fresh milk strawberry 300mls,164406.8,C,0.051545313210889114,B,CB,164406.8,3.3166247903554003,49570.515325727465,14946.072727272725,Z,CBZ
1947,Igoma,Jumbo creamrich banana flavoured Biscuits 80gm,161016.99,C,0.055836395431985965,B,CB,161016.99,1.5117269847069055,22128.52079811654,14637.90818181818,Z,CBZ
1948,Igoma,Prestige margarine 250g,155932.22999999998,C,0.021741238373796233,C,CC,155932.22999999998,2.308273132561248,32721.288819032812,14175.65727272727,Z,CCZ
1949,Igoma,Jumbo creamrich orange flavoured Biscuits 80gm,152542.42,C,0.055836395431985965,B,CB,152542.41999999998,1.712697677155361,23750.82258196886,13867.492727272725,Z,CBZ
1950,Igoma,Vestline baby powder 100gm,148050.85,C,0.07752319121450667,A,CA,148050.85,2.124298168523558,28591.286318486906,13459.168181818182,Z,CAZ
1951,Igoma,Skala perfumed petroleum jelly 100g,147457.62,C,0.0399971191722747,B,CB,147457.62,2.3711225658371653,31785.462753331063,13405.238181818182,Z,CBZ
1952,Igoma,Kifaru Scouring Pad Green 8mm,141525.55,C,0.14896278290420786,A,CA,141525.55000000002,1.352087337964014,17395.90037758118,12865.959090909093,Z,CAZ
1953,Igoma,Farasi Match box 10s,140084.76,C,0.00027119289681636104,C,CC,140084.76,1.8448113980957865,23493.632904319336,12734.978181818182,Z,CCZ
1954,Igoma,Simba corn puff zuzu cheese 10g,135847.53,C,0.18333448055459955,A,CA,135847.53,1.5755497919921257,19457.68614855855,12349.775454545454,Z,CAZ
1955,Igoma,Jumbo creamrich strawberry flavoured Biscuits 80gm,135593.26,C,0.055836395431985965,B,CB,135593.26,2.246003351465248,27685.719672372616,12326.660000000002,Z,CBZ
1956,Igoma,Fanta Pineapple 500ml,135593.22999999998,C,0.029999848959995176,C,CC,135593.22999999998,2.408481169287099,29688.5219216195,12326.65727272727,Z,CCZ
1957,Igoma,Wakawaka perfumed pj 25gm,135593.2,C,0.09232542634881388,A,CA,135593.2,1.8044389709823934,22242.695843655445,12326.654545454547,Z,CAZ
1958,Igoma,Vestline baby powder 50gm,133050.84,C,0.04920313318724724,B,CB,133050.84,2.379091273349827,28776.372032351283,12095.530909090909,Z,CBZ
1959,Igoma,Kifaru Laminated Scouring Sponge 26mm,132288.19,C,0.039676167364832475,B,CB,132288.19,1.371143465048137,16489.644292867844,12026.199090909091,Z,CBZ
1960,Igoma,Chai bora   masala blend 100g,130508.48,C,0.01818180703660015,C,CC,130508.48,3.3166247903554,39349.78728360017,11864.407272727272,Z,CCZ
1961,Igoma,Jet dishwashing liquid soap lemon 1L,127542.37,C,-0.025202626183144092,C,CC,127542.37,1.8624449842881763,21594.604299156978,11594.760909090908,Z,CCZ
1962,Igoma,Fanta Fruit Blast 500ml,127118.65000000001,C,0.030000306799864984,B,CB,127118.65000000001,3.0812694903651088,35607.89253649097,11556.24090909091,Z,CBZ
1963,Igoma,Fanta Passion 500ml,127118.64,C,0.029999848959995176,C,CC,127118.63999999998,2.3711225658371653,27401.26144023008,11556.239999999998,Z,CCZ
1964,Igoma,Jumbo creamrich vanilla flavoured Biscuits 80gm,118644.1,C,0.055836395431985965,B,CB,118644.1,2.834913451520074,30576.886821226617,10785.827272727272,Z,CBZ
1965,Igoma,Jumbo exercise book 32pg,118644.08,C,0.0168510725524611,C,CC,118644.08,2.224859546128699,23996.946725423368,10785.825454545455,Z,CCZ
1966,Igoma,Movit Hair Food 200gm,109194.92,C,0.023255877771764938,C,CC,109194.92,2.3724454419330727,23550.81729420423,9926.81090909091,Z,CCZ
1967,Igoma,Whitedent Triple Action  Tooth Paste 20g,107203.39,C,0.01233944187772422,C,CC,107203.39,3.3166247903554003,32323.038262194386,9745.762727272728,Z,CCZ
1968,Igoma,Sprite Zero 300ml,106779.68,C,0.15606076994935833,A,CA,106779.68,1.895214108973233,18397.305098876994,9707.243636363635,Z,CAZ
1969,Igoma,Jet dishwashing liquid soap lemon 750mls,100000.0,C,0.02240320000000007,C,CC,100000.0,1.8540496217739162,16854.996561581054,9090.90909090909,Z,CCZ
1970,Igoma,Sunbelt cooking oil pet 1.8L,99000.0,C,0.015302727272727322,C,CC,99000.0,2.3711225658371653,21340.103092534486,9000.0,Z,CCZ
1971,Igoma,Topline milking jelly 100gm,98305.11,C,0.515221993302323,A,CA,98305.11000000002,2.101822316466027,18783.624910967967,8936.828181818184,Z,CAZ
1972,Igoma,Wakawaka perfumed pj 50gm,96779.66,C,-9.62000957883217,C,CC,96779.66,3.0052598169475386,26440.729390531367,8798.15090909091,Z,CCZ
1973,Igoma,Silky care nail polish remover 100ml,92853.40000000001,C,-10.560906607370065,C,CC,92853.40000000001,2.240643992745393,18913.7648105441,8441.218181818183,Z,CCZ
1974,Igoma,Simba corn puff zuzu tomato 10g,92457.69,C,0.18333448055459955,A,CA,92457.69,1.5942383209258917,13399.962951116964,8405.244545454545,Z,CAZ
1975,Igoma,Topline milking jelly 25gm,80084.73,C,0.09369579957220289,A,CA,80084.72999999998,2.864185127038779,20852.499324446933,7280.4299999999985,Z,CAZ
1976,Igoma,Vestline herbal pj 25gm,80084.73,C,0.07287908926424139,A,CA,80084.73,1.9751794391450415,14380.155644134733,7280.429999999999,Z,CAZ
1977,Igoma,Bodyluxe seduction fragrance body mist 50ml,77542.37,C,0.04295626755455132,B,CB,77542.37,2.285777442004702,16113.145467780194,7049.306363636363,Z,CBZ
1978,Igoma,Fanta Orange 500ml,76271.2,C,0.030000306799864984,B,CB,76271.2,3.3166247903554003,22996.632064559526,6933.745454545454,Z,CBZ
1979,Igoma,Family medicated baby  Bath Soap 80g,76271.19,C,-0.1566666260222241,C,CC,76271.19,3.316624790355399,22996.629049446074,6933.744545454546,Z,CCZ
1980,Igoma,Skala for men body cream 200gm,76271.17,C,0.06882234385841259,B,CB,76271.17,1.5036992010980392,10426.26339961934,6933.742727272727,Z,CBZ
1981,Igoma,Chai bora nguvu blend Tea 3g,74152.55,C,0.03999929874292934,B,CB,74152.55,3.3166247903553994,22357.835054369843,6741.140909090909,Z,CBZ
1982,Igoma,Vestline hair tonic oil 100ml,72881.37,C,0.07600612655730431,A,CA,72881.37,2.12634960274257,14088.297467894023,6625.57909090909,Z,CAZ
1983,Igoma,Family care pure Papaya petroleum jelly 500gm,72881.36,C,0.040276965193843835,B,CB,72881.36,3.3166247903553994,21974.556848256037,6625.578181818182,Z,CBZ
1984,Igoma,Dabaga Tomato Sauce 5kg,71610.16,C,0.16261502740325356,A,CA,71610.16,1.8467948850626517,12022.661564228918,6510.014545454545,Z,CAZ
1985,Igoma,Dabaga tomato Sauces 870g,69915.25,C,0.0455151057887942,B,CB,69915.25,2.278596058980178,14482.601192055808,6355.931818181818,Z,CBZ
1986,Igoma,Simba corn puff zuzu chicken 10g,68220.39,C,0.18333448055459955,A,CA,68220.39,1.6145381672126446,10013.129403375622,6201.853636363637,Z,CAZ
1987,Igoma,Fanta Zero 300ml,66101.72,C,0.12936525886228428,A,CA,66101.72,2.167812040335714,13026.918591172733,6009.2472727272725,Z,CAZ
1988,Igoma,Dabaga Strawberry Jam 400gms,63559.32,C,0.018772384600716247,C,CC,63559.32,2.224859546128699,12855.50544067716,5778.12,Z,CCZ
1989,Igoma,Kifaru Laminated Scouring Sponge 30mm,61779.68,C,0.03895369737683422,B,CB,61779.68,1.431660227470227,8040.6827928943485,5616.334545454545,Z,CBZ
1990,Igoma,Nguvu Grade-I white Rice 25kg,60000.0,C,0.020833333333333332,C,CC,60000.0,3.3166247903554,18090.68067466582,5454.545454545455,Z,CCZ
1991,Igoma,Simba corn puff zuzu Bbq 10g,58644.119999999995,C,0.18333448055459955,A,CA,58644.119999999995,1.6439590642173878,8764.412057913836,5331.283636363636,Z,CAZ
1992,Igoma,Zap bleach regular 5L,58474.58,C,0.029502775776405334,C,CC,58474.58,2.2251451072671573,11828.584144227452,5315.87090909091,Z,CCZ
1993,Igoma,Wakawaka perfumed pj 100gm,58334.75,C,-9.524452443084675,C,CC,58334.75,2.834850064470585,15033.660890761406,5303.159090909091,Z,CCZ
1994,Igoma,Dabaga White Vinegar 900ml,57203.4,C,0.06666736592580172,B,CB,57203.4,3.3166247903554003,17247.474048419645,5200.309090909091,Z,CBZ
1995,Igoma,Bodyluxe cream 70gm,56949.19,C,0.09046413294655593,A,CA,56949.19,1.5749959645216474,8154.06767570696,5177.199090909091,Z,CAZ
1996,Igoma,Dabaga Mango Pickle 300g,50847.46,C,0.020000605733304987,C,CC,50847.46,3.3166247903553994,15331.08603296405,4622.496363636364,Z,CCZ
1997,Igoma,Jet dishwashing liquid soap citrus orange 750mls,50847.46,C,0.0933352423110219,A,CA,50847.46,2.2248595461286986,10284.40516158156,4622.496363636364,Z,CAZ
1998,Igoma,Chai Bora Nguvu Blend 10g,49576.27,C,0.02004911221620981,C,CC,49576.27,3.3166247903554007,14947.807826850247,4506.933636363636,Z,CCZ
1999,Igoma,Jet dishwashing liquid soap apple blossom 750mls,49152.54,C,0.06431203758747765,B,CB,49152.54,2.224859546128698,9941.5907123157,4468.412727272727,Z,CBZ
2000,Igoma,Unga Sembe Bora Maize Flour 5kg.,48000.0,C,0.12499749999999986,A,CA,48000.0,2.7638539919628324,12060.453783110543,4363.636363636364,Z,CAZ
2001,Igoma,Skala for men lotion 400ml,44067.8,C,0.05403945738158023,B,CB,44067.8,3.316624790355401,13286.941630583979,4006.1636363636367,Z,CBZ
2002,Igoma,Zap bleach lavender 5L,44067.8,C,0.2042647218470572,A,CA,44067.8,1.712915393728957,6862.219362524449,4006.1636363636367,Z,CAZ
2003,Igoma,Dabaga Premium Chilli Sauce 320g,40677.96,C,0.07249626087443914,A,CA,40677.96,2.542144763777232,9400.842092285427,3697.9963636363636,Z,CAZ
2004,Igoma,Red gold white vinegar 500ml,40254.21,C,0.10526603435169503,A,CA,40254.21,3.3166247903554,12137.100982015658,3659.473636363636,Z,CAZ
2005,Igoma,Novida Pineapple 300ml,35593.229999999996,C,0.050000491666256905,B,CB,35593.229999999996,2.834913280211116,9173.065492055335,3235.7481818181814,Z,CBZ
2006,Igoma,Jambo orange soda 500ml,35593.2,C,0.0714288122450355,A,CA,35593.2,2.224859546128699,7199.079163388,3235.7454545454543,Z,CAZ
2007,Igoma,Seven Up 600ml,33898.31,C,0.04000051919992463,B,CB,33898.31,3.3166247903554003,10220.72502701385,3081.664545454545,Z,CBZ
2008,Igoma,Chai Bora Supreme Blend 100gm,33050.85,C,0.003876753547941956,C,CC,33050.85,3.3166247903554003,9965.206222937979,3004.622727272727,Z,CCZ
2009,Igoma,Dabaga Premium Tomato Sauce 335g,30508.47,C,0.07250019420836237,A,CA,30508.47,3.3166247903554,9198.649810710365,2773.497272727273,Z,CAZ
2010,Igoma,Zap bleach lavender 1L,29237.29,C,0.05997717298696287,B,CB,29237.29,3.3166247903553994,8815.374619710003,2657.935454545455,Z,CBZ
2011,Igoma,Zap bleach lemon 1L,28389.83,C,-0.041970099513339555,C,CC,28389.83,2.2251624090193913,5742.907501313726,2580.8936363636367,Z,CCZ
2012,Igoma,Dabaga Chilli Sauce 860g,27966.1,C,0.0455129603341188,B,CB,27966.1,2.224859546128699,5656.422232089982,2542.372727272727,Z,CBZ
2013,Igoma,Kleesoft Washing Powder 200g,27966.1,C,0.06898566478700993,B,CB,27966.1,2.224859546128699,5656.422232089982,2542.372727272727,Z,CBZ
2014,Igoma,Coke Zero Sugar 300ml,25423.739999999998,C,0.050000491666256905,B,CB,25423.739999999998,3.3166247903553994,7665.546031595471,2311.2490909090907,Z,CBZ
2015,Igoma,Coke Zero Sugar 500ml,25423.730000000003,C,0.02999973449996024,C,CC,25423.730000000003,3.3166247903554,7665.543016482028,2311.2481818181823,Z,CCZ
2016,Igoma,Skala aloevera cream 200gm,25423.72,C,-9.32689157998908,C,CC,25423.72,2.2248595461286986,5142.2005581911935,2311.247272727273,Z,CCZ
2017,Igoma,Dabaga Tomato Ketchup 325g,23093.22,C,0.025137248075409145,C,CC,23093.22,3.3166247903554,6962.867812830103,2099.3836363636365,Z,CCZ
2018,Igoma,Net Scrubber Dish Guard Steel Heavy Duty,21610.19,C,0.21466499893800306,A,CA,21610.190000000002,1.7208269984212006,3380.672581182895,1964.5627272727274,Z,CAZ
2019,Igoma,Vestline hair food avocado oil 240ml,19067.8,C,0.053302950523919854,B,CB,19067.8,3.3166247903554003,5749.1580161398815,1733.4363636363635,Z,CBZ
2020,Igoma,Dabaga Chilli Sauce Sachet 8g,18644.07,C,0.09072965291376828,A,CA,18644.07,3.3166247903553994,5621.398614101945,1694.9154545454546,Z,CAZ
2021,Igoma,Dabaga Tomato Sauce Sachet 8g,18644.06,C,0.09072916521401461,A,CA,18644.06,2.2248595461286986,3770.94680632693,1694.9145454545455,Z,CAZ
2022,Igoma,Zap bleach regular 1L,14618.64,C,0.06778742755824066,B,CB,14618.64,3.3166247903554003,4407.685802298279,1328.9672727272728,Z,CBZ
2023,Igoma,Vestline hair food avocado oil 120ml,10310.17,C,-9.664809600617643,C,CC,10310.17,3.3166247903553994,3108.633219525321,937.2881818181818,Z,CCZ
2024,Igoma,Vestline garlic hand and body cream 70gm,8050.84,C,-10.372130113131053,C,CC,8050.84,3.3166247903554003,2427.4195933804426,731.8945454545454,Z,CCZ
2025,Igoma,Family care aloevera pj 25gm,2711.86,C,0.15371737479073408,A,CA,2711.86,3.3166247903554,817.656554906654,246.53272727272727,Z,CAZ
